75,5/31/2019,1400,151,0.03, ,0, ,1935, ,15.8, ,71.1, ,61, ,56.8, ,7.2, ,291, ,68.8,
75,5/31/2019,1500,151,0.02, ,0, ,1691, ,15.4, ,69.3, ,63, ,56.2, ,7.1, ,292, ,69.2,
75,5/31/2019,1600,151,0.02, ,0, ,1229, ,15.3, ,67.5, ,66, ,55.9, ,6.1, ,254, ,69.5,
75,5/31/2019,1700,151,0.01, ,0, ,493, ,15.2, ,65.8, ,70, ,55.9, ,6, ,208, ,69.8,
75,5/31/2019,1800,151,0, ,0, ,166, ,15.2, ,63.9, ,75, ,55.8, ,5.6, ,223, ,69.9,
75,5/31/2019,1900,151,0, ,0, ,26, ,15.2, ,61.9, ,80, ,55.8, ,4.9, ,232, ,70,
75,5/31/2019,2000,151,0, ,0, ,0, ,15.2, ,61, ,83, ,55.8, ,4.8, ,223, ,70,
75,5/31/2019,2100,151,0, ,0, ,0, ,15.1, ,61, ,83, ,55.7, ,4.9, ,229, ,70,
75,5/31/2019,2200,151,0, ,0, ,0, ,14.8, ,61.1, ,81, ,55.1, ,4.8, ,218, ,69.9,
75,5/31/2019,2300,151,0, ,0, ,0, ,14.6, ,60.8, ,80, ,54.7, ,5, ,200, ,69.8,
75,5/31/2019,2400,151,0, ,0, ,0, ,14.6, ,60.1, ,82, ,54.8, ,5.1, ,203, ,69.6,
75,6/12/2019,0100,152,0, ,0, ,0, ,14.5, ,60.1, ,82, ,54.5, ,4.4, ,174, ,69.5,
75,6/12/2019,0200,152,0, ,0, ,0, ,14.4, ,60, ,82, ,54.4, ,3.8, ,154, ,69.4,
75,6/12/2019,0300,152,0, ,0, ,0, ,14.5, ,59.7, ,83, ,54.5, ,3.2, ,172, ,69.2,
75,6/12/2019,0400,152,0, ,0, ,0, ,14.5, ,59.7, ,83, ,54.5, ,3, ,215, ,69.1,
75,6/12/2019,0500,152,0, ,0, ,2, ,14.7, ,59.3, ,85, ,54.8, ,3.3, ,234, ,69,
75,6/12/2019,0600,152,0, ,0, ,19, ,14.8, ,59.2, ,86, ,55.1, ,3.8, ,212, ,68.8,
75,6/12/2019,0700,152,0, ,0.06, ,58, ,15.5, ,58.4, ,93, ,56.3, ,2.6, ,228, ,68.7,
